_id,Protocolo,data,hora,natureza,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas,vitimasfatais
98,202300990,2023-01-15 0:00:00,9:06:00,COM VÍTIMA,FINALIZADA,FUNDÃO,AV BEBERIBE,,EM FRENTE A ACADEMIA DA CIDADE,FUNDÃO,,TOMBAMENTO,0,1,0,0,0,0,0,1,0
99,202301018,2023-01-15 0:00:00,9:29:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,RUA MANDACARU,PRÓXIMO AO FRENTE AO AÇUDE DE APIPUCOS,APIPUCOS,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
100,202301021,2023-01-15 0:00:00,11:39:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA DELMIRO GOUVEIA,RUA QUINZE DE MARCO,EM FRENTE A CHESF,SAN MARTIN,,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
101,202301022,2023-01-15 0:00:00,11:48:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,RUA JOSE DE SA CARNEIRO,ESQUINA COM A CONCESSIONÁRIA DA RENAULT REGENCE,ENCRUZILHADA,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0
102,202301023,2023-01-16 0:00:00,12:38:00,COM VÍTIMA,CANCELADA,CORDEIRO,AV CAXANGA,AV GENERAL SAN MARTIN,SEMÁFORO 080,CORDEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
103,202301034,2023-01-16 0:00:00,9:22:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV JOAQUIM RIBEIRO,RUA GASTAO VIDIGAL,UPA DA CAXANGÁ,VÁRZEA,,ATROPELAMENTO DE ANIMAL,1,0,0,0,0,0,0,0,0
104,202301044,2023-01-16 0:00:00,10:40:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA BOMBA DO HEMETERIO,,EM FRENTE A FUNERARIA CANAA,BOMBA DO HEMETÉRIO,,COLISÃO LATERAL,1,1,0,0,0,0,11,1,0
105,202301057,2023-01-16 0:00:00,12:09:00,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,,PRÓX. À IGREJA DO PINA,PINA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,2,0
106,202301061,2023-01-16 0:00:00,1:24:00,COM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,,EM FRENTE AO EDIFICIO QUATRO ESTAÇÕES,MADALENA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
107,202301087,2023-01-16 0:00:00,7:01:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,AV PROFESSOR JOSE DOS ANJOS,,POR TRÁS DO NEXOS HOTEL,TAMARINEIRA,,COLISÃO LATERAL,0,2,0,0,0,0,0,2,0
108,202301090,2023-01-16 0:00:00,8:33:00,COM VÍTIMA,FINALIZADA,BARRO,RUA CAPITAO PONCIANO,,EM FRENTE AO CLUBE UMUARAMA,BARRO,,COLISÃO LATERAL,1,0,1,0,0,0,0,1,0
109,202301093,2023-01-16 0:00:00,10:05:00,COM VÍTIMA,CANCELADA,MADALENA,AV BEIRA RIO,,E/F AO EDF REGIA - ESQUINA DO COLÉGIO EQUIPE,MADALENA,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,2,0
110,202301097,2023-01-17 0:00:00,12:34:00,SEM VÍTIMA,CANCELADA,AFOGADOS,RUA COSME VIANA,,COM A ESTRADA DO BONGI,AFOGADOS,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
111,202301113,2023-01-17 0:00:00,7:54:00,COM VÍTIMA,FINALIZADA,JORDÃO,AV MARIA IRENE,,PROX. BORRACHARIA ELSHADAY,JORDÃO,,COLISÃO FRONTAL,0,2,0,0,0,0,0,1,0
112,202301115,2023-01-17 0:00:00,8:21:00,SEM VÍTIMA,FINALIZADA,SAN MARTIN,RUA ARSENIO CALACA,RUA DELMIRO GOUVEIA,AO LADO DA CHESF,SAN MARTIN,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
113,202301127,2023-01-17 0:00:00,10:40:00,COM VÍTIMA,FINALIZADA,CASA FORTE,PRC FLOR DE SANTANA,,EM FRENTE AO CPOR,CASA FORTE,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
114,202301128,2023-01-17 0:00:00,10:51:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,SOB O SEMAFORO,AFOGADOS,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0
115,202301135,2023-01-17 0:00:00,11:32:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,EM FRENTE A IGREJA UNVERSAL,CAXANGÁ,,ATROPELAMENTO DE PESSOA,1,1,0,1,0,0,0,2,0
116,202301138,2023-01-17 0:00:00,11:44:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV LIBERDADE,,EM FRENTE À LOTERIA LIBERDADE,JARDIM SÃO PAULO,,ATROPELAMENTO DE PESSOA,1,0,0,1,0,0,0,1,0
117,202301140,2023-01-17 0:00:00,12:16:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,RUA HENRIQUE DIAS,PROX AO RESTAURANTE COCO BAMBU,DERBY,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,2,0
118,202301150,2023-01-17 0:00:00,2:52:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DO POMBAL,,EM FRENTE A POLICLINICA WALDEMAR DE OLIVEIRA,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
119,202301161,2023-01-17 0:00:00,5:48:00,COM VÍTIMA,FINALIZADA,TEJIPIÓ,RUA FALCAO DE LACERDA,,EM FRENTE AO CONDOMINIO MONTEIRO LOBATO,TEJIPIÓ,,CHOQUE,0,1,0,0,0,0,0,1,0
120,202301186,2023-01-18 0:00:00,7:30:00,SEM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA URIEL DE HOLANDA,,EM FRENTE AO CAMPO DO CAFÉ,LINHA DO TIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0
121,202301193,2023-01-18 0:00:00,8:53:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,,EM FRENTE AO CERPE,MADALENA,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,1,0,1,0
122,202301229,2023-01-18 0:00:00,3:54:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,,LADO OPOSTO AO SENAI/  SENTIDO SUBURBIO,SANTO AMARO,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
123,202301231,2023-01-18 0:00:00,4:12:00,SEM VÍTIMA,CANCELADA,ESPINHEIRO,RUA SANTO ELIAS,,AO LADO DO EDIFICIO SÃO GERALDO,ESPINHEIRO,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0
124,202301252,2023-01-18 0:00:00,10:13:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,E/F AO ATACADÃO DA AV RECIFE E A EMPRESA BRINCS - SENTIDO CEASA,AREIAS,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0
125,202301266,2023-01-19 0:00:00,7:53:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,RUA SAO CAETANO,PROX A EMPRESA RPL E AO CLUBE DAS PAZ,CAMPO GRANDE,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
126,202301274,2023-01-19 0:00:00,8:50:00,COM VÍTIMA,FINALIZADA,ESTÂNCIA,AV RECIFE,AV IZABEL DE GOES,PROX. AO ANTIGO MAKRO,ESTÂNCIA,CIDADE,QUEDA,0,1,0,0,0,0,0,2,0
127,202301279,2023-01-19 0:00:00,9:06:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,,EM FRENTE À UPINHA 24HS VILA ARRAES,VÁRZEA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
128,202301326,2023-01-19 0:00:00,6:24:00,SEM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA PROFESSOR JOSE AMARINO DOS REIS,,PROX AO BAR DO ZAQUEU,LINHA DO TIRO,,COLISÃO LATERAL,1,0,0,0,1,0,0,0,0
129,202301334,2023-01-19 0:00:00,7:20:00,SEM VÍTIMA,CANCELADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,NA ENTRADA PARA O CISAM,ENCRUZILHADA,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0
130,202301338,2023-01-19 0:00:00,9:59:00,VÍTIMA FATAL,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,,,SÃO JOSÉ,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,1
131,202301340,2023-01-19 0:00:00,10:36:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,RUA JOSE OSORIO,,MADALENA,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,2,0
132,202301354,2023-01-20 0:00:00,8:24:00,COM VÍTIMA,CANCELADA,PINA,AV ANTONIO DE GOES,RUA MANOEL DE BRITO,,PINA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
133,202301387,2023-01-20 0:00:00,3:20:00,COM VÍTIMA,CANCELADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,RUA HENRIQUE DIAS,NO SEMAFORO 078 S/T OLNDA,DERBY,,COLISÃO LATERAL,2,1,0,0,0,0,0,1,0
134,202301389,2023-01-20 0:00:00,3:31:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,C SANTA RITA,,NA SUBIDA DO VIADUTO DAS CINCO PONTAS  PROX AO  BATALHAO  DO 16 DE POLICIA,SÃO JOSÉ,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
135,202301391,2023-01-20 0:00:00,3:41:00,SEM VÍTIMA,FINALIZADA,ARRUDA,RUA DAS MOCAS,,NO SEMAFORO 472,ARRUDA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
136,202301393,2023-01-20 0:00:00,4:17:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,RUA PEDRO CABRAL DE OLIVEIRA,E/F  AO CARTORIO DE AFOGADOS,AFOGADOS,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
137,202301400,2023-01-20 0:00:00,6:27:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,EM FRENTE LOJA DE MOVEIS FRENTE JACAUNA,ENCRUZILHADA,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
138,202301420,2023-01-21 0:00:00,12:53:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,,PROX. AO POSTO SHEL,IPSEP,,COLISÃO LATERAL,0,1,0,0,1,0,0,1,0
139,202301451,2023-01-21 0:00:00,11:17:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,VDO DAS CINCO PONTAS,,,SÃO JOSÉ,SUBURBIO,QUEDA,0,1,0,0,0,0,0,1,0
140,202301474,2023-01-21 0:00:00,6:05:00,COM VÍTIMA,FINALIZADA,COHAB,RUA RIO XINGU,,,COHAB,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0
141,202301480,2023-01-21 0:00:00,10:57:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,UPE,SANTO AMARO,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
142,202301481,2023-01-21 0:00:00,11:38:00,COM VÍTIMA,FINALIZADA,MONTEIRO,AV DEZESSETE DE AGOSTO,,EM FRENTE AO POSTO DISLUB / PRÓX. AO CENTRO MÉDICO HERMÍNIO DE MORAIS,MONTEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
143,202301493,2023-01-22 0:00:00,7:08:00,COM VÍTIMA,FINALIZADA,IBURA,AV RECIFE,,"AO LADO DA FARMÁCIA PAGUE MENOS, EM FRENTE AO POSTO SHELL",IBURA,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
144,202301519,2023-01-22 0:00:00,12:32:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,NO SEMÁFORO 609,IPUTINGA,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,1,0,1,0
145,202301529,2023-01-22 0:00:00,3:21:00,COM VÍTIMA,FINALIZADA,AREIAS,AV CAPITAO GREGORIO DE CALDAS,RUA JORNALISTA VILMA LESSA,FRIGORIFICO BOI QUENTE,AREIAS,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
146,202301549,2023-01-22 0:00:00,7:23:00,SEM VÍTIMA,CANCELADA,IPSEP,RUA RIO JORDAO,,E/F À IGREJA IABV,IPSEP,,CHOQUE,2,0,0,0,0,0,0,0,0
147,202301560,2023-01-23 0:00:00,8:03:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,PRÓX. AO CEMITÉRIO DOS INGLESES,SANTO AMARO,CIDADE,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
148,202301566,2023-01-23 0:00:00,9:17:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV VISCONDE DE SUASSUNA,RUA AFONSO PENA,,BOA VISTA,SUBURBIO,,1,1,0,0,0,0,0,0,0
149,202301567,2023-01-23 0:00:00,9:32:00,COM VÍTIMA,FINALIZADA,CABANGA,RUA JITO,RUA DILERMANO REIS,PROX A ESTAÇÃO DE TRATAMENTO DA COMPESA,CABANGA,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
150,202301585,2023-01-23 0:00:00,11:57:00,COM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,RUA JANUARIO BARBOSA,PROX AO COLEGIO EQUIPE,MADALENA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
151,202301599,2023-01-23 0:00:00,1:28:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV CAXANGA,,APÓS O CAXANGÁ GOLF CLUB,VÁRZEA,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0
152,202301606,2023-01-23 0:00:00,2:54:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,RUA DR TAVARES CORREIA,RUA  JORNALISTA CLEOFHAS DE OLIVEIRA  -  LADO OPOSTO AO GERALDÃO  E EM FRENTE A CENTER AÇO/ SENTIDO AEROPORTO,IMBIRIBEIRA,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
153,202301655,2023-01-24 0:00:00,8:33:00,COM VÍTIMA,CANCELADA,IPSEP,AV PRESIDENTE DUTRA,,EM FRENTE AO RESTAURANTE SAL E BRASA,IPSEP,,ATROPELAMENTO DE PESSOA,0,0,0,1,0,0,0,1,0
154,202301669,2023-01-24 0:00:00,11:37:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,,,APIPUCOS,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
155,202301673,2023-01-24 0:00:00,12:49:00,COM VÍTIMA,FINALIZADA,IBURA,RUA RIO XINGU,AV DOIS RIOS,ACADEMIA MOTIVO,IBURA,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
156,202301677,2023-01-24 0:00:00,1:41:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV SUL,1PR DIAS COELHO,FENIX CROMAGEM,SÃO JOSÉ,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
157,202301679,2023-01-24 0:00:00,2:58:00,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,SUPERITENDÊNCIA DO MINISTERIO DA ECONOMIA,BAIRRO DO RECIFE,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,3,0
158,202301687,2023-01-24 0:00:00,5:04:00,COM VÍTIMA,FINALIZADA,VÁRZEA,AV PROFESSOR ARTUR DE SA,,EM FRENTE A GALERIA PRAZERES CENTER,VÁRZEA,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
159,202301690,2023-01-24 0:00:00,5:41:00,VÍTIMA FATAL,FINALIZADA,GUABIRABA,EST DOS MACACOS,,PRÓXIMO AO HOTEL GALANTE E AO CAMPO DO VAL,GUABIRABA,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,0,1
160,202301711,2023-01-25 0:00:00,12:53:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA CONEGO BARATA,,E/F À LOJA FERREIRA COSTA,TAMARINEIRA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
161,202301720,2023-01-25 0:00:00,8:27:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA AURORA,,PRÓX. AO TRIBUNAL DE CONTAS,BOA VISTA,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
162,202301723,2023-01-25 0:00:00,11:38:00,SEM VÍTIMA,FINALIZADA,IBURA,AV RECIFE,AV DOM HELDER CAMARA,,IBURA,SUBURBIO,,2,0,0,0,0,0,0,0,0
163,202301730,2023-01-25 0:00:00,12:55:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,RUA MANOEL JOAQUIM DE ALMEIDA,POSTO IPUTINGA,IPUTINGA,CIDADE,COLISÃO TRASEIRA,1,0,0,0,0,1,0,0,0
164,202301732,2023-01-25 0:00:00,1:08:00,COM VÍTIMA,FINALIZADA,TORRE,RUA MARQUES DE MARICA,PRC PROFESSOR BARRETO CAMPELLO,AO LADO DA PRAÇA DA TORRE,TORRE,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
165,202301741,2023-01-25 0:00:00,2:15:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,AV DOM HELDER CAMARA,,IPSEP,SUBURBIO,,0,3,0,0,0,0,0,0,0
166,202301746,2023-01-25 0:00:00,3:17:00,COM VÍTIMA,FINALIZADA,BONGI,RUA JOAO IVO DA SILVA,RUA PADRE TEOFILO TWORZ,AO LADO DA TUPAN,BONGI,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
167,202301750,2023-01-25 0:00:00,3:48:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO FALCAO,RUA FRANCISCO DA CUNHA,NO SEMÁFORO 227,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,1,0,1,0
168,202301751,2023-01-25 0:00:00,3:55:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA MAURICIO DE NASSAU,RUA ALVARES PIRES,CRECHE MUNICIPAL ELUTANO CONQUISTA  / POR TRÁS DA EXPOSIÇÃO DE ANIMAIS,IPUTINGA,,COLISÃO LATERAL,1,2,0,0,0,0,0,1,0
169,202301752,2023-01-25 0:00:00,4:12:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PROFESSOR MARIO CASTRO,RUA PROFESSOR AUGUSTO LINS E SILVA,EM FRENTE AO COLEGIO MADRE DE DEUS,BOA VIAGEM,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
170,202301756,2023-01-25 0:00:00,5:26:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,RUA NISSIN BENSOUSSAN,E/F AO HOSPITAL GETULIO VARGAS,CORDEIRO,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
171,202301765,2023-01-25 0:00:00,10:24:00,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA DOIS IRMAOS,AV DA RECUPERACAO,EMBAIXO DO VIADUTO DA BR-101,DOIS IRMÃOS,,COLISÃO FRONTAL,0,2,0,0,0,0,0,2,0
172,202301817,2023-01-26 0:00:00,4:00:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,SEMÁFORO 596,CASA AMARELA,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,3,0
173,202301824,2023-01-26 0:00:00,5:18:00,COM VÍTIMA,CANCELADA,ENCRUZILHADA,AV BEBERIBE,RUA FERNANDO CESAR,EM FRENTE AO BANCO DO BRASIL,ENCRUZILHADA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
174,202301850,2023-01-26 0:00:00,8:22:00,COM VÍTIMA,FINALIZADA,MANGUEIRA,RUA ALEXANDRE RODRIGUES FERREIRA,,IGREJA EVANGELICA,MANGUEIRA,,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0
175,202301858,2023-01-27 0:00:00,6:55:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,EM FRENTE AO ARCOMIX,CAXANGÁ,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
176,202301867,2023-01-27 0:00:00,9:09:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,PRC DA PAZ,EM FRENTE A MUNDO SHOPPING MODA,AFOGADOS,,ATROPELAMENTO DE PESSOA,0,0,0,1,1,0,0,1,0
177,202301873,2023-01-27 0:00:00,10:12:00,COM VÍTIMA,FINALIZADA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,,EM FRENTE AO ESPETINHO DA BENÉ,CORDEIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
178,202301887,2023-01-27 0:00:00,11:50:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,EM FRENTE A CAIXA CULTURAL,BAIRRO DO RECIFE,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
179,202301893,2023-01-27 0:00:00,1:41:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,,ARMAZEM BEIRA MAR  / AO LADO DO TEATRO BARRETO JUNIOR / PROXIMO AO JCPM / ANTES DO POSTO PETRONAC,PINA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
180,202301911,2023-01-27 0:00:00,4:16:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE AO EXTRABOM,PINA,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,1,0
181,202301912,2023-01-27 0:00:00,4:24:00,COM VÍTIMA,FINALIZADA,ESTÂNCIA,AV RECIFE,,E/F AO POSTO JUSTINO E XAVIER  E A POLICIA CIVIL S/T  BR  VT 17  NO LOPCAL,ESTÂNCIA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
182,202301915,2023-01-27 0:00:00,5:14:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA CAMBOIM,RUA COPACABANA,PRÓXIMO A LANCHONETE CAPRICHO,BOA VIAGEM,,,1,0,0,0,1,0,0,0,0
183,202301922,2023-01-27 0:00:00,7:17:00,COM VÍTIMA,FINALIZADA,PRADO,EST DOS REMEDIOS,AV ENGENHEIRO ABDIAS DE CARVALHO,,PRADO,,COLISÃO LATERAL,0,1,0,0,0,0,1,1,0
184,202301924,2023-01-27 0:00:00,7:22:00,SEM VÍTIMA,FINALIZADA,BARRO,AV DES PEDRO RIBEIRO MALTA,,,BARRO,SUBURBIO,CHOQUE,3,0,0,0,0,0,0,0,0
185,202301928,2023-01-27 0:00:00,9:43:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,RUA ATLANTICO,,BOA VIAGEM,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
186,202301929,2023-01-28 0:00:00,12:47:00,SEM VÍTIMA,FINALIZADA,TORREÃO,AV NORTE MIGUEL ARRAES DE ALENCAR,,PRÓX AO VIADUTO,TORREÃO,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0
187,202301930,2023-01-28 0:00:00,1:50:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,PROX AO RECIFE FLAT,BOA VIAGEM,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
188,202301933,2023-01-28 0:00:00,4:47:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,RUA ERNESTO DE PAULA SANTOS,EM FRENTE AO SUPERMERCADO SOBERANO,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
189,202301961,2023-01-28 0:00:00,10:46:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV HILDEBRANDO DE VASCONCELOS,RUA MARCIA MENDES,,BEBERIBE,,COLISÃO LATERAL,2,0,0,0,0,0,0,1,0
190,202301964,2023-01-28 0:00:00,11:17:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,,DESCIDA DO VIADUTO / SENTIDO BOA VIAGEM / PRÓX. AO ATACADÃO,IMBIRIBEIRA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
191,202301965,2023-01-28 0:00:00,11:20:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,RUA JOAQUIM NABUCO,EM FRENTE A ESCOLA GOVERNADOR BARBOSA  LIMA,GRAÇAS,SUBURBIO,COLISÃO TRASEIRA,0,0,0,0,1,1,0,0,0
192,202301973,2023-01-28 0:00:00,12:37:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA CAIO PEREIRA,RUA REGUEIRA COSTA,PRÓX. AO RESTAURANTE VARANDA DO ROSARINHO,ROSARINHO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
193,202301988,2023-01-28 0:00:00,3:42:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,SEMÁFORO 437,BOA VIAGEM,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0
194,202302002,2023-01-28 0:00:00,6:30:00,COM VÍTIMA,FINALIZADA,JORDÃO,RUA JOSE MARTORANO,,TERMINAL DO JORDÃO BAIXO,JORDÃO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
195,202302009,2023-01-28 0:00:00,9:04:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,RUA PADRE LEMOS,COMA RUA PADRE LEMOS,CASA AMARELA,,ATROPELAMENTO DE PESSOA,0,0,0,1,1,0,0,1,0
196,202302020,2023-01-29 0:00:00,5:25:00,VÍTIMA FATAL,FINALIZADA,ESTÂNCIA,AV JOAO CABRAL DE MELO NETO,,PEÓXIMO A ANTIGA CERPE,ESTÂNCIA,,CHOQUE,0,1,0,0,0,0,0,1,1
197,202302050,2023-01-29 0:00:00,1:12:00,COM VÍTIMA,FINALIZADA,CABANGA,PTE GOVERNADOR PAULO GUERRA,,SOBRE A PONTE,CABANGA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
198,202302055,2023-01-29 0:00:00,4:08:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,E/F A SAO PAULO VEICULOS S/T SUB,IPSEP,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
